vertex_idx	demand	vertex_type	lat	long	TW_min	TW_max	route_idx	order_in_route	serv
1	0	D	47.282609	-1.520303	0	32400	-1	-1	-1
15	0	P	47.234018	-1.535018	0	32400	-1	-1	-1
14	30	S	47.229771	-1.554525	3600	10800	-1	-1	-1
63	40	S	47.224371	-1.577142	18000	25200	-1	-1	-1
31	10	S	47.215738	-1.558752	14400	21600	-1	-1	-1
6	20	S	47.2211	-1.555272	18000	25200	-1	-1	-1
65	40	S	47.210957	-1.551387	25200	32400	-1	-1	-1
34	0	P	47.205724	-1.548747	0	32400	-1	-1	-1
1	0	D	47.282609	-1.520303	0	32400	-1	-1	-1
