vertex_idx	demand	vertex_type	lat	long	TW_min	TW_max	route_idx	order_in_route	serv
1	0	D	47.282609	-1.520303	0	32400	-1	-1	-1
95	100	LS	47.207209	-1.505761	3600	10800	-1	-1	-1
34	0	P	47.205724	-1.548747	0	32400	-1	-1	-1
59	20	LS	47.214017	-1.58514	3600	10800	-1	-1	-1
92	80	LS	47.228719	-1.604925	14400	21600	-1	-1	-1
77	100	LS	47.239172	-1.570886	16200	23400	-1	-1	-1
34	0	P	47.205724	-1.548747	0	32400	-1	-1	-1
1	0	D	47.282609	-1.520303	0	32400	-1	-1	-1
